,ship-city,ship-state,ship-postal-code
647,VASAI VIRAR,Maharashtra,401209.0
648,KOLKATA,West Bengal,700089.0
649,SHIMLA,Himachal Pradesh,171009.0
650,NEW DELHI,Delhi,110085.0
651,COIMBATORE,Tamil Nadu,641062.0
652,DARBHANGA,Bihar,846003.0
653,BURDWAN,West Bengal,713101.0
654,HYDERABAD,Telangana,500055.0
655,KOLKATA,West Bengal,700017.0
656,Secunderabad,Telangana,500094.0
657,MIHAN,Maharashtra,441110.0
658,NEW DELHI,Delhi,110092.0
659,HYDERABAD,Telangana,500090.0
660,KHURJA,Uttar Pradesh,203131.0
661,KOLKATA,West Bengal,700017.0
662,NEW DELHI,Delhi,110029.0
663,NOIDA,Uttar Pradesh,201301.0
664,Choglamsar,Ladakh,194104.0
665,HYDERABAD,Telangana,502319.0
666,HYDERABAD,Telangana,502319.0
667,BENGALURU,Karnataka,560033.0
668,YAVATMAL,Maharashtra,445001.0
669,Allahabad,Uttar Pradesh,212404.0
670,Allahabad,Uttar Pradesh,212404.0
671,REDHAKHOL,Odisha,768106.0
672,FARIDABAD,Haryana,121002.0
673,CHENNAI,Tamil Nadu,600071.0
674,SHILLONG,Meghalaya,793018.0
675,GURUGRAM,Haryana,122001.0
676,GURUGRAM,Haryana,122001.0
677,GURUGRAM,Haryana,122001.0
678,HYDERABAD,Telangana,500055.0
679,HYDERABAD,Telangana,500084.0
680,AHMEDABAD,Gujarat,380015.0
681,FARIDPUR BAREILLY DISTRICT,Uttar Pradesh,243503.0
682,Rourkela,Odisha,769015.0
683,VIJAYAWADA,Andhra Pradesh,520015.0
684,VIZIANAGARAM,Andhra Pradesh,535004.0
685,JAIPUR,Rajasthan,302019.0
686,DHARWAD,Karnataka,580003.0
687,DAULATPUR,Himachal Pradesh,177204.0
688,HYDERABAD,Telangana,500053.0
689,JALNA,Maharashtra,431203.0
690,KARIMNAGAR,Telangana,505001.0
691,BILASPUR,Chhattisgarh,495001.0
692,NEW DELHI,Delhi,110033.0
693,"ARVI,Dist- wardha",Maharashtra,442201.0
694,GHAZIABAD,Uttar Pradesh,201009.0
695,Kurseong,West Bengal,734203.0
696,HYDERABAD,Telangana,500015.0
697,NANDURA,Maharashtra,443404.0
698,DIU,Dadra And Nagar,362570.0
699,DIU,Dadra And Nagar,362570.0
700,DIU,Dadra And Nagar,362570.0
701,DIU,Dadra And Nagar,362570.0
702,MUMBAI 400101,Maharashtra,400101.0
703,GHAZIABAD,Uttar Pradesh,201010.0
704,NEW DELHI,Delhi,110085.0
705,KALYAN,Maharashtra,421201.0
706,Chennai,Tamil Nadu,600012.0
707,PONNERI,Tamil Nadu,601204.0
708,HYDERABAD,Telangana,500049.0
709,DAULATPUR,Himachal Pradesh,177204.0
710,SERAMPORE,West Bengal,712249.0
711,Kinnigoli,Karnataka,574141.0
712,JAIPUR,Rajasthan,302012.0
713,MIRZAPUR CUM VINDHYACHAL,Uttar Pradesh,231001.0
714,NEW DELHI,Delhi,110092.0
715,HYDERABAD,Telangana,500049.0
716,INDORE,Madhya Pradesh,452010.0
717,BENGALURU,Karnataka,560016.0
718,BENGALURU,Karnataka,560016.0
719,PONNERI,Tamil Nadu,601204.0
720,PONNERI,Tamil Nadu,601204.0
721,VIJAYAWADA,Andhra Pradesh,520015.0
722,DIBRUGARH,Assam,786001.0
723,HYDERABAD,Telangana,500075.0
724,THANE,Maharashtra,401105.0
725,BENGALURU,Karnataka,560066.0
726,Deganga,West Bengal,743438.0
727,KOLKATA,West Bengal,700033.0
728,KOLKATA,West Bengal,700033.0
729,KARIMGANJ,Assam,788710.0
730,AHMEDABAD,Gujarat,382340.0
731,BENGALURU,Karnataka,560064.0
732,ALATHUR,Kerala,678572.0
733,Aluva,Kerala,683102.0
734,CHENNAI,Tamil Nadu,600083.0
735,AZAMGARH,Uttar Pradesh,276141.0
736,HYDERABAD,Telangana,500089.0
737,CHENGAMANAD,Kerala,683102.0
738,HYDERABAD,Telangana,500067.0
739,NEW DELHI,Delhi,110063.0
740,NAGPUR,Maharashtra,441110.0
741,NIZAMABAD,Telangana,503001.0
742,LONI KALBHOR,Maharashtra,412201.0
743,KHELARI,Jharkhand,829205.0
744,KHELARI,Jharkhand,829205.0
745,Mira road,Maharashtra,401107.0
746,BENGALURU,Karnataka,560097.0
747,GHAZIPUR,Uttar Pradesh,233001.0
748,KOLKATA,West Bengal,700034.0
749,PUNE,Maharashtra,411048.0
750,CUTTACK,Odisha,753001.0
751,KALABURGI,Karnataka,585104.0
752,NEW DELHI,Delhi,110016.0
753,KATIHAR,Bihar,855102.0
754,KATIHAR,Bihar,855102.0
755,BENGALURU,Karnataka,560086.0
756,NAGERCOIL,Tamil Nadu,629002.0
757,MUMBAI,Maharashtra,400077.0
758,KOTHAGUDEM,Telangana,507101.0
759,BHINDER,Rajasthan,313603.0
760,AHMEDABAD,Gujarat,382481.0
761,AHMEDABAD,Gujarat,382481.0
762,CHENNAI,Tamil Nadu,600078.0
763,CHENNAI,Tamil Nadu,600078.0
764,JALANDHAR,Punjab,144005.0
765,NARASAPUR,Andhra Pradesh,534275.0
766,PALAKKAD,Kerala,678502.0
767,PARVATHIPURAM,Andhra Pradesh,535501.0
768,BIDHAN NAGAR,West Bengal,700064.0
769,PUNE,Maharashtra,411024.0
770,Mumbai,Maharashtra,400030.0
771,HYDERABAD,Telangana,500085.0
772,HYDERABAD,Telangana,500089.0
773,SATNA,Madhya Pradesh,485001.0
774,Padur,Tamil Nadu,603103.0
775,Padur,Tamil Nadu,603103.0
776,Padur,Tamil Nadu,603103.0
777,MADURAI,Tamil Nadu,625007.0
778,MUMBAI,Maharashtra,400029.0
779,NEW DELHI,Delhi,110074.0
780,BALLIA,Uttar Pradesh,277001.0
781,PUNE,Maharashtra,411041.0
782,FARIDABAD,Haryana,121003.0
783,KALYAN,Maharashtra,421204.0
784,KALYAN,Maharashtra,421204.0
785,DEVARAKONDA,Telangana,508248.0
786,GURUGRAM,Haryana,122017.0
787,THRISSUR,Kerala,680003.0
788,DEHRADUN,Uttarakhand,248001.0
789,MUMBAI,Maharashtra,400067.0
790,NEW DELHI,Delhi,110078.0
791,Bangalore,Karnataka,560061.0
792,BENGALURU,Karnataka,560057.0
793,BENGALURU,Karnataka,560057.0
794,BENGALURU,Karnataka,560057.0
795,BENGALURU,Karnataka,560057.0
796,BENGALURU,Karnataka,560057.0
797,BENGALURU,Karnataka,560057.0
798,BENGALURU,Karnataka,560032.0
799,LUCKNOW,Uttar Pradesh,226029.0
800,DHARMAPURI,Tamil Nadu,636701.0
801,MEERUT,Uttar Pradesh,250002.0
802,SECUNDERABAD,Telangana,500009.0
803,NOIDA,Uttar Pradesh,201305.0
804,DANGUWAPASI,Jharkhand,833212.0
805,DHEMAJI,Assam,786189.0
806,DHEMAJI,Assam,786189.0
807,PULGAON,Maharashtra,442302.0
808,PULGAON,Maharashtra,442302.0
809,PULGAON,Maharashtra,442302.0
810,AKATHIYOOR,Kerala,680542.0
811,Shakarpur,Delhi,110092.0
812,Shakarpur,Delhi,110092.0
813,NEW DELHI,Delhi,110078.0
814,KOLKATA,West Bengal,700004.0
815,Imphal east,Manipur,795008.0
816,LUCKNOW,Uttar Pradesh,226010.0
817,CHEBROLU,Andhra Pradesh,522212.0
818,BENGALURU,Karnataka,560078.0
819,Alappuzha,Kerala,688006.0
820,AKBARPUR,Uttar Pradesh,224122.0
821,NAGPUR,Maharashtra,441111.0
822,NABAGRAM COLONY,West Bengal,712246.0
823,KOLKATA,West Bengal,700074.0
824,KOLKATA,West Bengal,700074.0
825,THANE,Maharashtra,400604.0
826,KOZHIKODE,Kerala,673574.0
827,PUDUCHERRY,Puducherry,605009.0
828,NEW DELHI,Delhi,110086.0
829,NEW TOWN,West Bengal,700156.0
830,NELAMANGALA,Karnataka,562123.0
831,NELAMANGALA,Karnataka,562123.0
832,NELAMANGALA,Karnataka,562123.0
833,"KOTPAD, Koraput",Odisha,764058.0
834,BHUBANESWAR,Odisha,751015.0
835,LUCKNOW,Uttar Pradesh,226010.0
836,BENGALURU,Karnataka,560064.0
837,NASHIK,Maharashtra,422401.0
838,KATIHAR,Bihar,854107.0
839,KOLKATA,West Bengal,700090.0
840,ALAPPUZHA,Kerala,688002.0
841,MUMBAI,Maharashtra,400097.0
842,MUMBAI,Maharashtra,400097.0
843,NEW DELHI,Delhi,110008.0
844,Hyderabad,Telangana,500062.0
845,BAREILLY,Uttar Pradesh,243001.0
846,NEW DELHI,Delhi,110007.0
847,KOLKATA,West Bengal,700090.0
848,KOLKATA,West Bengal,700039.0
849,CHENNAI,Tamil Nadu,600043.0
850,CHENNAI,Tamil Nadu,600093.0
851,GURUGRAM,Haryana,122001.0
852,TIRORA,Maharashtra,441911.0
853,ZIRAKPUR,Punjab,140603.0
854,VADODARA,Gujarat,390025.0
855,Chennai,Tamil Nadu,600078.0
856,HYDERABAD,Telangana,500055.0
857,ZIRAKPUR,Punjab,140603.0
858,AJMER,Rajasthan,305001.0
859,MADIKERI,Karnataka,571201.0
860,MADIKERI,Karnataka,571201.0
861,GHAZIABAD,Uttar Pradesh,201012.0
862,Thrissur,Kerala,680596.0
863,Thrissur,Kerala,680596.0
864,HYDERABAD,Telangana,500043.0
865,PUNE,Maharashtra,411006.0
866,RANCHI,Jharkhand,834001.0
867,Bengaluru,Karnataka,560091.0
868,GURUGRAM,Haryana,122018.0
869,CHENNAI,Tamil Nadu,600040.0
870,JAMMU,Jammu & Kashmir,181124.0
871,Dungarpur,Rajasthan,314031.0
872,PANCHKULA,Haryana,134117.0
873,HYDERABAD,Telangana,500001.0
874,DHOLKA,Gujarat,382225.0
875,DALTONGANJ,Jharkhand,822102.0
876,BENGALURU,Karnataka,560094.0
877,BATHINDA,Punjab,151001.0
878,LUCKNOW,Uttar Pradesh,226026.0
879,HYDERABAD,Telangana,501505.0
880,Nagpur,Maharashtra,440030.0
881,CHENNAI,Tamil Nadu,600028.0
882,CHENNAI,Tamil Nadu,600028.0
883,RANCHI,Jharkhand,834003.0
884,PATNA,Bihar,800024.0
885,MANGALURU,Karnataka,575002.0
886,"KAMATGI,Hunugund taluk,Bagalkot district",Karnataka,587120.0
887,GUWAHATI,Assam,781017.0
888,GUWAHATI,Assam,781015.0
889,BENGALURU,Karnataka,560043.0
890,RANCHI,Jharkhand,834009.0
891,CHENNAI,Tamil Nadu,600088.0
892,KANPURKanpur,Uttar Pradesh,208013.0
893,BHUBANESWAR,Odisha,751001.0
894,NEW DELHI,Delhi,110068.0
895,Bengaluru,Karnataka,560068.0
896,NAGPUR,Maharashtra,440013.0
897,ARNI,Maharashtra,445103.0
898,CHENNAI,Tamil Nadu,600088.0
899,HYDERABAD,Telangana,500049.0
900,MORBI,Gujarat,363641.0
901,CHENNAI,Tamil Nadu,600106.0
902,Jorhat,Assam,785001.0
903,Bantwal,Karnataka,574211.0
904,Bantwal,Karnataka,574211.0
905,SECUNDERABAD,Telangana,500009.0
906,GUWAHATI,Assam,781035.0
907,NOIDA,Uttar Pradesh,201303.0
908,GANJAM,Odisha,761209.0
909,DEWAS,Madhya Pradesh,455001.0
910,PUNE,Maharashtra,411040.0
911,PATNA,Bihar,800003.0
912,PATNA,Bihar,800003.0
913,PATNA,Bihar,800003.0
914,PATNA,Bihar,800003.0
915,NAGAUR,Rajasthan,342037.0
916,KANPUR,Uttar Pradesh,209864.0
917,NEYYATTINKARA,Kerala,695122.0
918,CHITTOOR,Andhra Pradesh,517001.0
919,BENGALURU,Karnataka,560067.0
920,COIMBATORE,Tamil Nadu,641049.0
921,MUMBAI,Maharashtra,400012.0
922,SILIGURI,West Bengal,734013.0
923,KUSHALANAGARA,Karnataka,571234.0
924,kolkata,West Bengal,700008.0
925,Chennai,Tamil Nadu,603112.0
926,Chennai,Tamil Nadu,603112.0
927,Chennai,Tamil Nadu,603112.0
928,SIMLAPAL,West Bengal,722151.0
929,NEYYATTINKARA,Kerala,695122.0
930,NARKATIAGANJ,Bihar,845455.0
931,NASHIK,Maharashtra,422101.0
932,"Wagholi, PUNE",Maharashtra,412207.0
933,KOHIMA,Nagaland,797001.0
934,JALANDHAR,Punjab,144008.0
935,Ghaziabad,Uttar Pradesh,201012.0
936,BENGALURU,Karnataka,560087.0
937,Surat,Gujarat,394210.0
938,PUNE,Maharashtra,411040.0
939,THANE (W),Maharashtra,400601.0
940,CHENNAI,Tamil Nadu,600125.0
941,MYSURU,Karnataka,570023.0
942,PUNE,Maharashtra,411037.0
943,NEW DELHI,Delhi,110052.0
944,PORVORIM,Goa,403501.0
945,PUNE,Maharashtra,411040.0
946,AHMEDABAD,Gujarat,380015.0
947,NOIDA,Uttar Pradesh,201304.0
948,Hyderabad,Telangana,500016.0
949,Vasai,Maharashtra,401201.0
950,GHAZIABAD,Uttar Pradesh,201014.0
951,GUWAHATI,Assam,781011.0
952,SANGLI,Maharashtra,416416.0
953,VADODARA,Gujarat,390010.0
954,COIMBATORE,Tamil Nadu,641006.0
955,KOTTAYAM,Kerala,686020.0
956,BENGALURU,Karnataka,560100.0
957,DHARMADOM,Kerala,670661.0
958,MUMBAI,Maharashtra,400037.0
959,NEW DELHI,Delhi,110045.0
960,VASAI VIRAR,Maharashtra,401208.0
961,PUNE,Maharashtra,411028.0
962,GWALIOR,Madhya Pradesh,474001.0
963,LUDHIANA,Punjab,141008.0
964,NATHDWARA,Rajasthan,313301.0
965,Varanasi,Uttar Pradesh,221002.0
966,GUWAHATI,Assam,781011.0
967,ULLAL,Karnataka,575018.0
968,LUDHIANA,Punjab,141008.0
969,Haldwani,Uttarakhand,263139.0
970,NANDED WAGHALA,Maharashtra,431606.0
971,NEW DELHI,Delhi,110074.0
972,BENGALURU,Karnataka,560024.0
973,NEW DELHI,Delhi,110092.0
974,Sangareddy District,Telangana,502345.0
975,NAGPUR,Maharashtra,440007.0
976,NAGPUR,Maharashtra,440007.0
977,HYDERABAD,Telangana,500079.0
978,HYDERABAD,Telangana,500079.0
979,HYDERABAD,Telangana,500079.0
980,HYDERABAD,Telangana,500075.0
981,HYDERABAD,Telangana,500075.0
982,Madurai,Tamil Nadu,625010.0
983,COIMBATORE,Tamil Nadu,641045.0
984,thane,Maharashtra,400606.0
985,Hyderabad,Telangana,500068.0
986,BELAGAVI,Karnataka,590006.0
987,GURUGRAM,Haryana,122017.0
988,GURUGRAM,Haryana,122017.0
989,HYDERABAD,Telangana,500081.0
990,CHENNAI,Tamil Nadu,600091.0
991,HYDERABAD,Telangana,502319.0
992,PATNA,Bihar,800008.0
993,MUMBAI,Maharashtra,400076.0
994,Kanniyakumari,Tamil Nadu,629177.0
995,HYDERABAD,Telangana,500033.0
996,hyderabad,Telangana,500012.0
997,hyderabad,Telangana,500012.0
998,hyderabad,Telangana,500012.0
999,hyderabad,Telangana,500012.0
1000,MUMBAI,Maharashtra,400063.0
1001,LUCKNOW,Uttar Pradesh,226012.0
1002,KOLKATA,West Bengal,700019.0
1003,KOLKATA,West Bengal,700151.0
1004,NEW DELHI,Delhi,110059.0
1005,ISNAPUR,Telangana,502307.0
1006,BILASPUR,Chhattisgarh,495001.0
1007,Pune,Maharashtra,411001.0
1008,PUDUCHERRY,Puducherry,605110.0
1009,GANJAM,Odisha,761209.0
1010,DEHRADUN,Uttarakhand,248001.0
1011,HYDERABAD,Telangana,500072.0
1012,Pune,Maharashtra,411001.0
1013,BASUDEBPUR,Odisha,756125.0
1014,GHAZIABAD,Uttar Pradesh,201010.0
1015,PUTTAPARTHI,Andhra Pradesh,515134.0
1016,BENGALURU,Karnataka,560002.0
1017,THANE,Maharashtra,400607.0
1018,THANE,Maharashtra,400607.0
1019,NEW DELHI,Delhi,110085.0
1020,BISWAN,Uttar Pradesh,261201.0
1021,MUMBAI,Maharashtra,400072.0
1022,MUMBAI,Maharashtra,400080.0
1023,GUWAHATI,Assam,781007.0
1024,MUMBAI,Maharashtra,400080.0
1025,CHENNAI,Tamil Nadu,600012.0
1026,CHENNAI,Tamil Nadu,600012.0
1027,VILLUPURAM,Tamil Nadu,605602.0
1028,KAMPUR TOWN,Assam,782426.0
1029,BARASAT,West Bengal,700129.0
1030,HYDERABAD,Telangana,500033.0
1031,GURUGRAM,Haryana,122002.0
1032,MUMBAI,Maharashtra,400088.0
1033,MUMBAI,Maharashtra,400088.0
1034,CHENNAI,Tamil Nadu,600088.0
1035,Lakkavaram,Andhra Pradesh,534451.0
1036,NEW DELHI,Delhi,110003.0
1037,Hazaribagh,Jharkhand,825302.0
1038,ALLAHABAD,Uttar Pradesh,211016.0
1039,COIMBATORE,Tamil Nadu,641049.0
1040,MEERUT CANTT,Uttar Pradesh,250001.0
1041,ALIGARH,Uttar Pradesh,202001.0
1042,Mumbai,Maharashtra,400053.0
1043,BADLAPUR,Maharashtra,421503.0
1044,BADLAPUR,Maharashtra,421503.0
1045,MYSORE,Karnataka,570010.0
1046,PUNE,Maharashtra,411023.0
1047,PUNE,Maharashtra,411023.0
1048,HYDERABAD,Telangana,500033.0
1049,MATHURA,Uttar Pradesh,281004.0
1050,Naigoan,Maharashtra,401208.0
1051,BHILAI,Chhattisgarh,490020.0
1052,JIND,Haryana,126102.0
1053,HYDERABAD,Telangana,500034.0
1054,VILLUPURAM,Tamil Nadu,605602.0
1055,SOLAPUR,Maharashtra,413001.0
1056,CHENNAI,Tamil Nadu,600077.0
1057,Surat,Gujarat,394210.0
1058,Mumbai,Maharashtra,400015.0
1059,BENGALURU,Karnataka,560050.0
1060,BENGALURU,Karnataka,560050.0
1061,SANAND,Gujarat,382110.0
1062,HYDERABAD,Telangana,500100.0
1063,HYDERABAD,Telangana,500083.0
1064,Naigoan,Maharashtra,401208.0
1065,AHMEDABAD,Gujarat,380058.0
1066,AHMEDABAD,Gujarat,380058.0
1067,BENGALURU,Karnataka,560084.0
1068,INDORE,Madhya Pradesh,452010.0
1069,HOSKOTE,Karnataka,562114.0
1070,SURAT,Gujarat,395009.0
1071,VADODARA,Gujarat,390021.0
1072,PIMPRI CHINCHWAD,Maharashtra,411033.0
1073,NEW DELHI,Delhi,110074.0
1074,CHENNAI,Tamil Nadu,600083.0
1075,PIMPRI CHINCHWAD,Maharashtra,412101.0
1076,VADODARA,Gujarat,390006.0
1077,Motihari,Bihar,845401.0
1078,MEERUT,Uttar Pradesh,250004.0
1079,NOIDA,Uttar Pradesh,201309.0
1080,davangere,Karnataka,577004.0
1081,HYDERABAD,Telangana,500020.0
1082,MUMBAI,Maharashtra,400016.0
1083,MEERUT,Uttar Pradesh,250001.0
1084,KOCHI,Kerala,682030.0
1085,Jetpur,Gujarat,360370.0
1086,MUMBAI,Maharashtra,400016.0
1087,MUMBAI,Maharashtra,400016.0
1088,MUMBAI,Maharashtra,400016.0
1089,BANGALORE,Karnataka,560035.0
1090,RAIGANJ,West Bengal,733130.0
1091,NAVI MUMBAI,Maharashtra,410206.0
1092,Noida extension,Uttar Pradesh,201305.0
1093,COIMBATORE,Tamil Nadu,641027.0
1094,DOHAD,Gujarat,389151.0
1095,KARNAL,Haryana,132001.0
1096,CHENNAI,Tamil Nadu,600091.0
1097,JAMSHEDPUR,Jharkhand,831005.0
1098,NAGPUR,Maharashtra,440024.0
1099,NOIDA,Uttar Pradesh,201309.0
1100,JAIPUR,Rajasthan,302018.0
1101,CHITTOOR,Andhra Pradesh,517002.0
1102,PUNE,Maharashtra,411014.0
1103,BENGALURU,Karnataka,560094.0
1104,PATNA,Bihar,800013.0
1105,KOLKATA,West Bengal,700010.0
1106,THANE (W),Maharashtra,400601.0
1107,Lonavala,Maharashtra,410405.0
1108,DEORIA,Uttar Pradesh,274001.0
1109,CHENNAI,Tamil Nadu,600083.0
1110,MUMBAI,Maharashtra,400017.0
1111,THIRUVANANTHAPURAM,Kerala,695004.0
1112,BHIWADI,Rajasthan,301019.0
1113,Dombivli west,Maharashtra,421202.0
1114,YERRAGUNTLA,Andhra Pradesh,516309.0
1115,FARIDABAD,Haryana,121010.0
1116,NEW DELHI,Delhi,110054.0
1117,MUMBAI,Maharashtra,400017.0
1118,Mumbai,Maharashtra,400068.0
1119,Mandi,Himachal Pradesh,175008.0
1120,AHMEDABAD,Gujarat,380022.0
1121,JODHPUR,Rajasthan,342001.0
1122,SRIPERUMBUDUR,Tamil Nadu,602105.0
1123,BENGALURU,Karnataka,560068.0
1124,LUCKNOW,Uttar Pradesh,226016.0
1125,PUNE,Maharashtra,411028.0
1126,PUNE,Maharashtra,411028.0
1127,Hyderabad,Telangana,500034.0
1128,BENGALURU,Karnataka,560100.0
1129,NASHIK,Maharashtra,422009.0
1130,BENGALURU,Karnataka,560028.0
1131,MUMBAI,Maharashtra,400089.0
1132,HUBBALLI,Karnataka,580023.0
1133,NEW DELHI,Delhi,110058.0
1134,BENGALURU,Karnataka,560059.0
1135,DHARMANAGAR,Tripura,799250.0
1136,THIRUVANANTHAPURAM,Kerala,695009.0
1137,GHAZIABAD,Uttar Pradesh,201005.0
1138,SURAT,Gujarat,395007.0
1139,Bengaluru,Karnataka,560008.0
1140,BENGALURU,Karnataka,560024.0
1141,HYDERABAD,Telangana,500084.0
1142,Satna,Madhya Pradesh,485001.0
1143,MANGALURU,Karnataka,575001.0
1144,SIDHI,Madhya Pradesh,486661.0
1145,BENGALURU,Karnataka,560084.0
1146,PUNE,Maharashtra,411036.0
1147,MUMBAI,Maharashtra,400102.0
1148,CHENNAI,Tamil Nadu,600003.0
1149,AGARTALA,Tripura,799003.0
1150,Mandi,Himachal Pradesh,175008.0
1151,GURUGRAM,Haryana,122001.0
1152,VADODARA,Gujarat,390019.0
1153,Kolkata,West Bengal,700048.0
1154,"Durganagar ,Nimta south",West Bengal,700049.0
1155,DURG,Chhattisgarh,491001.0
1156,DURG,Chhattisgarh,491001.0
1157,GORAKHPUR,Uttar Pradesh,273001.0
1158,KARIMPUR,West Bengal,741152.0
1159,MUSTAFABAD,Haryana,133103.0
1160,AGARTALA,Tripura,799006.0
1161,Koothparamba,Kerala,670612.0
1162,ERNAKULAM,Kerala,682017.0
1163,Kattangal,Kerala,673601.0
1164,GURUGRAM,Haryana,122001.0
1165,SIKAR,Rajasthan,332001.0
1166,BENGALURU,Karnataka,560100.0
1167,NASHIK,Maharashtra,422101.0
1168,GURUGRAM,Haryana,122017.0
1169,GREATER NOIDA,Uttar Pradesh,201308.0
1170,GWALIOR,Madhya Pradesh,474001.0
1171,NEW DELHI,Delhi,110023.0
1172,NEW DELHI,Delhi,110023.0
1173,PATNA,Bihar,800003.0
1174,Ranchi,Jharkhand,834002.0
1175,THANE (W),Maharashtra,400601.0
1176,BENGALURU,Karnataka,560046.0
1177,GWALIOR,Madhya Pradesh,474011.0
1178,MUMBAI,Maharashtra,400101.0
1179,GREATER NOIDA,Uttar Pradesh,201306.0
1180,Dabi,Rajasthan,323022.0
1181,GWALIOR,Madhya Pradesh,474001.0
1182,NOIDA,Uttar Pradesh,201310.0
1183,NOIDA,Uttar Pradesh,201304.0
1184,BENGALURU,Karnataka,560059.0
1185,BENGALURU,Karnataka,560059.0
1186,ARWAL,Bihar,804421.0
1187,THANE,Maharashtra,401107.0
1188,THIRUVANANTHAPURAM,Kerala,695009.0
1189,PAKAUR,Jharkhand,816107.0
1190,ERNAKULAM,Kerala,686664.0
1191,COIMBATORE,Tamil Nadu,641041.0
1192,HYDERABAD,Telangana,500080.0
1193,HYDERABAD,Telangana,500080.0
1194,HYDERABAD,Telangana,500080.0
1195,PHIRANGIPURAM,Andhra Pradesh,522529.0
1196,PUNE,Maharashtra,411037.0
1197,DHANBAD,Jharkhand,826001.0
1198,NEW TOWN,West Bengal,700059.0
1199,Bengaluru,Karnataka,560100.0
1200,JAIPUR,Rajasthan,302004.0
1201,MUMBAI,Maharashtra,400063.0
1202,HYDERABAD,Telangana,500072.0
1203,CHENNAI,Tamil Nadu,600004.0
1204,PUNJAIPULIAMPATTI,Tamil Nadu,638459.0
1205,BENGALURU,Karnataka,560093.0
1206,BENGALURU,Karnataka,560086.0
1207,ATTUR,Tamil Nadu,636121.0
1208,CHENNAI,Tamil Nadu,600077.0
1209,BURDWAN,West Bengal,713101.0
1210,BENGALURU,Karnataka,560093.0
1211,MUMBAI,Maharashtra,400072.0
1212,KOLKATA,West Bengal,700024.0
1213,KADAPA,Andhra Pradesh,516001.0
1214,HYDERABAD,Telangana,500050.0
1215,MUMBAI,Maharashtra,400093.0
1216,HYDERABAD,Telangana,500050.0
1217,Badlapur,Uttar Pradesh,222125.0
1218,HYDERABAD,Telangana,500083.0
1219,JAIPUR,Rajasthan,302006.0
1220,UDAIPURudipur,Rajasthan,313002.0
1221,Bangalore,Karnataka,560004.0
1222,ADAMPUR,Punjab,144102.0
1223,SATHUPALLY,Telangana,507303.0
1224,Bhubaneswar,Odisha,751021.0
1225,"CHAMARAJANAGAR, district and subdistrict",Karnataka,571127.0
1226,KRISHNAGIRI,Tamil Nadu,635103.0
1227,TUMAKURU,Karnataka,572102.0
1228,KOLKATA,West Bengal,700017.0
1229,AHMEDABAD,Gujarat,380015.0
1230,GURUGRAM,Haryana,122002.0
1231,BHUBANESWAR,Odisha,751012.0
1232,NEW DELHI,Delhi,110075.0
1233,NOIDA,Uttar Pradesh,201301.0
1234,HYDERABAD,Telangana,500083.0
1235,GURUGRAM,Haryana,122101.0
1236,PUNE,Maharashtra,411042.0
1237,Aluva,Kerala,683102.0
1238,LUDHIANA,Punjab,141003.0
1239,Koothparamba,Kerala,670612.0
1240,Pune,Maharashtra,411060.0
1241,UNNAO,Uttar Pradesh,209863.0
1242,CHENNAI,Tamil Nadu,600113.0
1243,CHENNAI,Tamil Nadu,600113.0
1244,HYDERABAD,Telangana,500068.0
1245,HYDERABAD,Telangana,500089.0
1246,Bangalore,Karnataka,560075.0
1247,CHENNAI,Tamil Nadu,600054.0
1248,THIRUVANANTHAPURAM,Kerala,695011.0
1249,KAWARDHA,Chhattisgarh,491995.0
1250,KOLKATA,West Bengal,700017.0
1251,LUCKNOW,Uttar Pradesh,226022.0
1252,VADODARA,Gujarat,390009.0
1253,BHANDARA,Maharashtra,441904.0
1254,BENGALURU,Karnataka,560068.0
1255,AHMEDABAD,Gujarat,380015.0
1256,AHMEDABAD,Gujarat,380015.0
1257,AHMEDABAD,Gujarat,380015.0
1258,GURUGRAM,Haryana,122017.0
1259,BENGALURU,Karnataka,560068.0
1260,HYDERABAD,Telangana,500100.0
1261,GUWAHATI,Assam,781006.0
1262,AURANGABAD,Maharashtra,431113.0
1263,NEW DELHI,Delhi,110092.0
1264,HYDERABAD,Telangana,500096.0
1265,Ponda,Goa,403401.0
1266,BHILWARA,Rajasthan,311001.0
1267,GUWAHATI,Assam,781006.0
1268,AHMEDABAD,Gujarat,380015.0
1269,THANE,Maharashtra,400610.0
1270,NAGPUR,Maharashtra,440022.0
1271,Ahmedabad,Gujarat,380054.0
1272,NOIDA,Uttar Pradesh,201309.0
1273,PUNE,Maharashtra,411048.0
1274,SOHNA,Haryana,122102.0
1275,BENGALURU,Karnataka,560077.0
1276,Bangalore,Karnataka,560075.0
1277,KANNAMANGALAM ALAPPUZHA DISTRICT,Kerala,690109.0
1278,FAIZABAD,Uttar Pradesh,224001.0
1279,CHENNAI,Tamil Nadu,600115.0
1280,KOTTAYAM,Kerala,686006.0
1281,MUMBAI,Maharashtra,400018.0
1282,HYDERABAD,Telangana,500010.0
1283,DARWHA,Maharashtra,445202.0
1284,DARWHA,Maharashtra,445202.0
1285,HYDERABAD,Telangana,500035.0
1286,NASHIK,Maharashtra,422009.0
1287,BENGALURU,Karnataka,560037.0
1288,CHENNAI,Tamil Nadu,600010.0
1289,GANDHINAGAR,Gujarat,382007.0
1290,PUNE,Maharashtra,411005.0
1291,FARIDABAD,Haryana,121008.0
1292,DARJEELING,West Bengal,734101.0
